hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
no,no,yes,12years,white,no,40.0,0,0,0.0,northcentral,40
no,yes,no,12years,white,no,11.0,0,1,15.0,northcentral,40
yes,no,yes,<9years,white,no,17.0,1,1,10.5,northcentral,0
yes,no,yes,12years,white,no,12.0,1,0,17.0,northcentral,42
yes,yes,yes,13-15years,white,no,12.0,2,0,22.365,northcentral,40
yes,no,yes,16years,white,no,17.0,0,2,59.0,northcentral,45
yes,no,yes,12years,white,no,34.0,0,0,50.0,northcentral,0
no,no,no,<9years,white,no,34.0,0,0,0.0,northcentral,0
no,no,no,12years,white,no,35.0,0,0,0.0,northcentral,0
no,yes,yes,12years,white,no,19.0,0,0,11.0,northcentral,40
yes,yes,yes,16years,white,no,21.0,0,0,15.6,northcentral,42
yes,no,yes,12years,white,no,12.0,1,2,34.0,northcentral,40
yes,no,yes,16years,white,no,7.0,1,0,22.0,northcentral,30
no,yes,no,13-15years,white,no,22.0,0,2,0.0,northcentral,40
no,yes,yes,12years,white,no,22.0,0,2,20.8,northcentral,40
no,yes,no,16years,white,no,42.0,0,0,0.0,northcentral,40
yes,no,yes,13-15years,white,no,42.0,0,0,0.0,northcentral,0
yes,no,yes,16years,white,no,25.0,0,5,0.0,northcentral,42
no,no,no,13-15years,white,no,44.0,0,0,0.4,northcentral,25
no,yes,no,12years,white,no,37.0,0,0,0.0,northcentral,40
no,yes,no,12years,white,no,25.0,0,1,0.0,northcentral,40
no,yes,no,13-15years,white,no,5.0,0,0,10.0,northcentral,40
yes,yes,yes,12years,white,no,33.0,0,0,34.844,northcentral,40
no,no,no,12years,white,no,33.0,0,2,5.094,northcentral,20
no,yes,no,13-15years,white,no,16.0,0,2,0.0,northcentral,37
no,no,no,12years,white,no,26.0,0,0,0.0,northcentral,20
no,yes,yes,12years,white,no,14.0,0,2,52.0,other,40
yes,yes,yes,12years,white,no,8.0,2,0,12.68,other,38
no,yes,no,12years,white,no,17.0,0,2,0.0,other,40
yes,no,yes,13-15years,white,no,10.0,0,0,50.0,other,35
no,yes,no,16years,white,no,42.0,0,0,0.0,other,0
yes,yes,yes,13-15years,white,yes,9.0,1,0,0.0,other,38
yes,no,yes,12years,white,no,11.0,1,1,20.0,other,0
yes,no,yes,12years,white,no,34.0,0,0,0.0,other,35
yes,yes,yes,12years,white,no,28.0,0,0,51.0,other,38
yes,no,yes,13-15years,white,no,12.0,1,0,30.0,other,24
yes,no,yes,12years,white,no,33.0,0,0,3.8,other,0
yes,no,yes,16years,white,no,2.0,0,0,29.0,other,20
no,yes,no,16years,white,no,23.0,0,0,16.0,other,50
no,yes,no,12years,white,no,28.0,0,0,40.0,other,40
no,no,no,12years,white,no,43.0,0,0,0.0,other,0
yes,no,yes,12years,white,no,33.0,0,0,13.0,other,25
no,yes,no,12years,white,no,47.0,0,0,0.0,other,0
yes,no,yes,13-15years,white,no,22.0,1,1,55.0,other,0
no,no,yes,12years,white,no,32.0,0,1,0.0,other,40
yes,no,yes,12years,white,no,30.0,0,0,85.0,other,0
yes,no,yes,12years,white,no,26.0,0,1,40.0,other,0
yes,no,yes,12years,white,no,10.0,2,1,41.0,other,0
no,no,yes,16years,white,no,12.0,1,2,23.4,other,0
no,yes,no,13-15years,white,no,4.0,1,0,22.0,other,40
no,yes,no,12years,black,no,20.0,0,2,20.289,other,25
no,yes,no,16years,white,no,36.0,0,0,35.0,other,60
yes,no,yes,16years,white,no,24.0,0,0,72.0,other,40
no,yes,no,>16years,white,no,30.0,0,0,0.0,other,40
no,yes,no,12years,white,no,27.0,0,1,25.5,other,32
no,no,no,16years,white,no,43.0,0,0,0.0,other,0
no,no,no,13-15years,white,no,5.0,0,0,16.871,other,30
no,no,no,13-15years,white,no,20.0,0,2,20.324,other,0
no,no,no,13-15years,white,no,8.0,2,0,15.0,other,0
yes,no,yes,16years,white,no,35.0,0,0,55.5,other,40
yes,no,yes,>16years,white,no,23.0,0,0,40.0,other,35
no,no,no,12years,white,no,32.0,0,1,24.5,other,0
yes,no,yes,9-11years,white,no,45.5,0,0,22.701,other,0
no,yes,yes,16years,white,no,6.0,0,0,40.0,other,40
no,yes,no,13-15years,white,no,12.0,2,0,28.0,other,0
no,no,no,12years,white,no,28.0,0,0,0.0,other,15
no,yes,no,>16years,white,no,9.0,1,2,14.0,other,40
yes,no,yes,12years,white,no,38.0,0,0,17.5,other,20
yes,no,yes,16years,white,yes,9.0,0,0,99.999,other,0
yes,no,yes,12years,white,no,45.0,0,0,0.0,other,0
yes,no,yes,12years,white,no,46.0,0,0,21.2,other,0
no,no,no,12years,white,no,41.0,0,0,0.0,other,0
yes,no,yes,<9years,white,yes,24.0,0,1,15.0,other,0
yes,no,yes,9-11years,white,yes,48.5,0,0,39.0,other,0
yes,no,yes,13-15years,white,no,44.0,0,0,0.0,other,0
yes,no,yes,13-15years,black,no,19.0,1,1,33.0,other,40
no,no,no,16years,white,no,24.0,0,0,0.0,other,30
yes,no,yes,9-11years,white,no,36.5,0,0,40.0,other,28
yes,no,yes,13-15years,white,no,36.0,0,0,26.0,other,0
yes,yes,yes,>16years,white,no,27.0,0,0,68.0,other,40
yes,no,yes,>16years,white,no,9.0,1,0,64.0,other,25
no,no,no,<9years,white,no,35.0,0,0,0.0,other,0
no,no,no,16years,white,no,3.0,1,0,14.0,other,40
no,yes,yes,16years,white,no,11.0,0,1,28.0,other,60
no,no,no,12years,white,no,3.0,1,0,17.0,other,0
no,yes,no,12years,white,no,38.0,0,0,0.0,other,0
yes,no,yes,16years,black,no,14.0,0,1,22.0,other,38
no,yes,yes,12years,white,no,7.0,1,0,16.0,other,28
no,no,no,13-15years,white,no,38.0,0,0,0.0,other,0
no,yes,no,12years,white,no,24.0,0,2,0.0,other,24
yes,yes,yes,12years,black,no,27.0,0,0,25.0,other,40
yes,yes,yes,12years,white,no,11.0,1,0,32.0,other,40
no,no,no,12years,white,no,46.0,0,0,7.0,other,4
yes,no,yes,16years,white,no,3.0,0,0,32.0,other,45
yes,yes,yes,12years,white,no,5.0,0,3,35.0,other,30
yes,no,yes,13-15years,white,no,6.0,0,0,12.0,other,38
no,no,no,16years,white,no,43.0,0,0,0.6,other,0
no,yes,yes,>16years,white,no,30.0,0,0,85.0,other,40
yes,no,yes,12years,white,no,45.0,0,0,1.9,other,0
no,no,no,13-15years,white,no,32.0,0,0,36.0,other,20
no,no,no,12years,white,no,7.0,2,0,0.3,other,0
no,yes,no,12years,white,no,47.0,0,0,21.0,other,37
no,yes,no,13-15years,white,no,13.0,1,1,14.0,other,40
no,yes,yes,13-15years,white,no,3.0,0,0,25.0,other,40
no,yes,no,>16years,white,no,25.0,0,1,4.56,other,40
yes,no,yes,16years,white,no,19.0,0,1,75.0,other,0
yes,no,yes,12years,white,no,12.0,2,0,35.0,other,0
yes,yes,yes,>16years,white,no,17.0,0,0,30.0,other,40
yes,yes,yes,12years,white,no,25.0,0,0,35.0,other,45
no,no,no,12years,white,no,42.0,0,0,0.0,other,38
no,yes,no,12years,white,no,16.0,1,0,42.0,other,40
yes,no,yes,13-15years,white,no,14.0,1,1,30.0,other,0
yes,no,yes,<9years,white,no,46.0,0,0,36.0,other,40
yes,no,yes,12years,white,no,21.0,0,4,16.4,other,0
yes,no,yes,12years,black,no,24.0,0,2,60.0,other,40
no,yes,no,16years,white,no,11.0,1,0,0.0,other,40
yes,no,yes,13-15years,white,no,33.0,0,0,70.0,other,0
no,no,no,12years,white,no,46.0,0,0,0.0,other,0
yes,no,yes,13-15years,white,no,17.0,1,1,0.0,other,24
yes,no,yes,13-15years,white,no,19.0,0,0,38.5,other,38
yes,no,yes,16years,white,no,21.0,0,2,65.0,other,35
no,no,no,12years,white,no,23.0,0,1,20.0,other,40
no,yes,no,16years,white,yes,12.0,1,1,2.0,other,50
yes,no,yes,12years,white,no,32.0,0,0,33.0,other,0
no,yes,no,16years,white,no,9.0,0,0,38.0,other,70
no,yes,no,12years,white,no,38.0,0,1,0.0,other,40
yes,no,yes,12years,white,no,25.0,0,1,70.0,other,0
no,no,no,12years,white,no,47.0,0,0,0.0,other,0
yes,no,yes,>16years,white,no,20.0,0,2,54.0,other,38
no,no,no,13-15years,white,no,21.0,0,3,1.543,other,23
no,yes,no,16years,white,no,11.0,1,1,16.5,other,20
yes,no,yes,9-11years,white,no,39.5,0,0,23.0,other,0
yes,no,yes,16years,white,no,11.0,2,0,68.0,other,50
yes,no,yes,16years,white,no,17.0,0,2,30.0,other,0
yes,no,yes,16years,white,no,9.0,1,1,27.4,other,28
yes,no,yes,12years,white,no,23.0,0,3,30.6,other,0
yes,no,yes,12years,white,no,39.0,0,0,33.0,other,40
yes,no,yes,13-15years,white,no,16.0,1,0,40.794,other,32
yes,no,yes,12years,white,no,43.0,0,0,23.0,other,0
yes,yes,yes,16years,white,no,18.0,1,1,39.0,other,40
no,yes,no,>16years,white,no,15.0,2,0,0.0,other,40
no,yes,no,12years,white,no,37.0,0,0,7.0,other,40
yes,yes,yes,12years,white,no,21.0,1,1,34.0,other,38
yes,no,yes,16years,white,no,9.0,0,1,37.0,other,0
yes,no,yes,12years,white,no,6.0,0,0,28.0,other,40
no,no,no,12years,white,no,14.0,1,0,30.0,other,0
yes,no,yes,12years,white,no,18.0,1,2,24.8,other,0
yes,no,yes,16years,white,no,8.0,0,0,40.0,other,0
yes,no,yes,16years,white,no,15.0,2,0,50.0,other,0
no,yes,no,13-15years,white,no,41.0,0,0,0.0,other,43
yes,no,yes,16years,white,no,41.0,0,0,0.0,other,0
no,no,no,12years,white,no,46.0,0,0,0.0,other,0
no,yes,no,16years,white,no,8.0,1,0,27.0,other,40
yes,no,yes,12years,white,no,32.0,0,0,42.0,other,0
yes,no,yes,16years,white,no,7.0,0,0,32.0,other,40
yes,no,yes,12years,white,no,44.0,0,0,1.9,other,0
no,yes,no,12years,white,no,41.0,0,0,0.0,other,30
yes,no,yes,13-15years,white,no,17.0,0,0,36.0,other,40
yes,no,yes,12years,white,no,47.0,0,0,0.0,other,0
no,yes,no,12years,white,no,40.0,0,0,0.0,other,40
no,no,no,13-15years,white,no,12.0,0,0,18.45,other,40
yes,yes,yes,16years,white,no,5.0,0,0,31.0,other,40
no,yes,yes,12years,white,no,17.0,0,1,15.0,other,40
yes,yes,yes,13-15years,white,no,26.0,0,0,48.78,other,40
no,yes,no,12years,white,no,15.0,2,1,0.0,other,32
yes,no,yes,13-15years,white,no,15.0,1,2,52.0,other,20
no,yes,no,12years,white,no,24.0,0,0,35.0,other,38
yes,no,yes,12years,white,yes,18.0,1,1,23.0,other,40
yes,no,yes,13-15years,white,no,4.0,1,0,17.0,other,30
yes,no,yes,13-15years,white,no,26.0,0,2,99.999,other,0
yes,no,yes,12years,white,no,23.0,0,0,99.999,other,0
no,yes,no,16years,white,no,29.0,0,0,0.0,other,24
yes,no,yes,>16years,white,no,3.0,0,0,25.0,other,40
yes,no,yes,>16years,white,no,39.0,0,0,169.999,other,0
yes,yes,yes,16years,white,no,9.0,0,0,75.0,other,40
no,no,yes,13-15years,white,no,6.0,0,0,45.0,other,40
no,yes,no,12years,white,no,42.0,0,0,0.0,other,40
yes,no,yes,12years,white,no,40.0,0,0,37.0,other,35
no,yes,yes,13-15years,white,no,45.0,0,0,34.0,other,32
yes,no,yes,>16years,white,no,15.0,1,2,65.0,other,0
yes,no,yes,13-15years,white,no,32.0,0,0,50.0,other,20
yes,no,yes,16years,white,no,25.0,0,2,99.999,other,0
yes,no,yes,9-11years,white,no,34.5,0,3,70.0,other,30
no,yes,no,13-15years,white,no,12.0,0,1,25.0,other,28
yes,no,yes,12years,white,no,27.0,0,4,63.0,other,0
yes,no,yes,12years,white,no,22.0,1,3,30.0,other,0
yes,no,yes,12years,white,no,16.0,1,1,25.0,other,0
yes,no,yes,>16years,white,yes,15.0,2,0,55.0,other,0
yes,no,yes,13-15years,white,no,16.0,3,0,37.658,other,25
no,yes,no,16years,white,no,27.0,0,0,30.0,other,65
yes,no,yes,<9years,white,no,30.0,0,0,23.0,other,0
yes,no,yes,<9years,white,no,44.0,0,0,24.0,other,40
no,yes,no,12years,white,no,30.0,0,1,18.0,other,38
no,no,no,<9years,white,yes,12.0,3,0,0.0,other,0
yes,no,yes,12years,white,yes,5.0,0,0,16.6,other,0
no,no,no,12years,white,no,33.0,0,0,15.0,other,0
no,yes,no,13-15years,white,no,15.0,0,0,0.0,other,40
no,no,no,13-15years,black,no,25.0,2,1,0.0,other,60
no,no,no,12years,white,yes,13.0,0,0,4.0,other,40
no,no,no,13-15years,white,no,3.0,0,0,0.0,other,0
yes,no,yes,12years,white,yes,22.0,0,1,23.4,other,0
no,no,no,16years,white,no,24.0,0,0,0.0,other,0
yes,no,yes,13-15years,white,no,18.0,0,0,43.6,other,35
no,yes,no,16years,white,no,10.0,1,1,0.0,other,0
yes,no,yes,12years,white,no,39.0,0,0,45.777,other,32
no,no,no,12years,white,no,9.0,2,0,0.0,other,0
no,yes,no,12years,white,no,42.0,0,0,0.0,other,37
yes,yes,yes,13-15years,white,no,26.0,0,0,16.0,other,30
no,yes,no,>16years,white,no,22.0,0,1,25.0,other,23
no,yes,no,12years,white,no,28.0,0,0,30.0,other,35
no,yes,no,>16years,white,no,19.0,0,2,16.0,other,40
no,no,no,12years,white,no,29.0,0,0,60.0,other,38
no,no,no,<9years,white,no,50.0,0,0,0.0,other,0
no,yes,yes,12years,white,no,23.0,0,1,50.0,other,38
yes,no,yes,13-15years,white,no,17.0,1,1,34.0,other,0
no,yes,no,12years,white,no,19.0,2,0,25.0,other,25
no,yes,no,9-11years,white,no,17.5,2,1,14.4,other,40
no,yes,yes,<9years,white,no,47.0,0,0,13.0,other,40
yes,no,yes,13-15years,white,no,8.0,1,0,36.0,other,0
no,yes,no,<9years,white,no,39.0,0,1,15.9,other,40
no,no,no,12years,white,yes,38.0,0,0,0.0,other,40
yes,no,yes,13-15years,white,no,17.0,0,0,38.0,other,40
yes,no,yes,12years,white,no,36.0,0,0,39.201,other,0
no,yes,no,12years,white,no,45.0,0,0,0.0,other,40
yes,no,yes,13-15years,white,no,12.0,0,0,37.0,other,35
no,yes,no,13-15years,white,no,29.0,0,0,20.0,other,40
no,yes,no,12years,white,no,46.0,0,0,0.0,other,0
yes,no,yes,16years,white,no,18.0,0,0,99.999,other,0
no,yes,yes,16years,white,no,6.0,0,0,25.0,other,40
yes,no,yes,16years,white,no,14.0,0,2,90.0,other,22
yes,yes,yes,12years,white,no,21.0,0,2,30.0,other,35
yes,no,yes,16years,white,no,15.0,0,0,58.0,other,40
yes,no,yes,13-15years,white,no,18.0,1,1,60.0,other,0
no,yes,yes,12years,white,no,23.0,0,1,23.0,other,48
yes,no,yes,12years,white,no,31.0,0,0,18.0,other,20
yes,no,yes,16years,white,no,11.0,0,2,25.0,other,40
yes,no,yes,13-15years,white,no,24.0,0,1,39.0,other,29
no,yes,yes,16years,white,no,17.0,0,0,67.0,other,5
yes,yes,yes,12years,white,no,27.0,0,1,18.0,other,38
yes,no,yes,13-15years,white,no,40.0,0,0,10.86,other,40
no,yes,yes,12years,white,no,43.0,0,0,33.0,other,35
yes,no,yes,16years,white,no,24.0,0,0,64.5,other,40
yes,no,yes,12years,white,no,27.0,0,0,45.0,other,18
no,yes,no,13-15years,white,no,10.0,0,1,18.0,other,40
no,no,no,12years,white,no,17.0,0,0,12.0,other,36
yes,no,yes,13-15years,white,no,17.0,1,2,40.0,other,20
yes,no,yes,12years,white,no,26.0,0,0,12.48,other,48
yes,no,yes,12years,white,no,35.0,0,0,55.0,other,30
yes,no,yes,13-15years,white,no,17.0,0,0,46.0,other,40
yes,no,yes,12years,white,yes,35.0,0,0,37.0,other,32
yes,no,yes,16years,white,no,18.0,0,1,50.0,other,30
yes,yes,yes,13-15years,white,no,2.0,1,0,16.5,other,32
yes,no,yes,9-11years,white,no,28.5,0,0,30.0,other,0
yes,no,yes,12years,white,no,35.0,0,0,17.0,other,15
yes,no,yes,13-15years,white,no,17.0,0,3,35.0,other,0
yes,no,yes,16years,white,no,36.0,0,0,34.0,other,40
yes,no,yes,16years,white,no,21.0,0,0,99.999,other,0
yes,no,yes,12years,white,no,31.0,0,0,24.0,other,0
yes,no,yes,12years,white,no,44.0,0,0,46.0,other,0
no,yes,no,12years,white,no,40.0,0,0,27.0,other,40
no,no,no,13-15years,white,no,14.0,1,3,8.5,other,0
no,yes,no,13-15years,black,no,12.0,2,4,0.0,other,20
yes,no,yes,16years,white,no,31.0,0,0,53.5,other,40
no,no,no,13-15years,white,no,37.0,0,0,2.2,other,23
no,yes,yes,13-15years,white,no,23.0,0,1,22.106,other,50
no,yes,yes,12years,white,no,16.0,0,0,8.6,other,50
no,no,no,12years,white,no,18.0,0,3,40.272,other,35
yes,no,yes,>16years,white,no,6.0,1,0,64.1,other,0
yes,no,yes,13-15years,white,no,17.0,0,0,53.0,other,40
no,no,no,16years,white,no,11.0,1,0,40.5,other,20
no,yes,no,12years,white,no,10.0,1,0,33.0,other,40
no,yes,no,12years,white,no,36.0,0,0,44.0,other,40
yes,no,yes,12years,white,no,26.0,0,2,51.0,other,0
no,yes,yes,12years,white,no,42.0,0,0,0.0,other,0
yes,no,yes,13-15years,white,no,21.0,0,1,65.0,other,40
yes,no,yes,12years,white,no,28.0,0,1,38.0,other,32
yes,no,yes,16years,white,no,11.0,1,0,42.0,other,23
no,no,no,9-11years,white,yes,24.5,0,1,0.45,other,30
yes,no,yes,13-15years,white,no,16.0,0,0,40.0,other,40
no,yes,yes,9-11years,white,no,33.5,0,0,32.0,other,40
yes,no,yes,<9years,white,no,50.0,0,0,18.0,other,0
yes,yes,yes,16years,white,no,15.0,1,0,44.0,other,38
yes,no,yes,9-11years,white,no,34.5,0,0,13.0,other,10
yes,yes,yes,12years,white,no,21.0,0,2,35.0,other,20
no,yes,yes,13-15years,white,no,10.0,1,1,33.0,other,40
no,yes,yes,12years,white,no,27.0,0,2,45.548,other,17
no,no,no,12years,white,no,27.0,0,0,0.0,other,20
yes,no,yes,16years,white,no,12.0,1,1,48.0,other,20
no,yes,no,16years,white,no,5.0,0,0,30.0,other,40
no,yes,no,16years,white,no,9.0,0,0,30.5,other,40
yes,no,yes,13-15years,white,no,14.0,0,1,40.0,other,40
no,no,no,12years,white,no,44.0,0,0,0.0,other,0
yes,no,yes,12years,white,no,13.0,1,0,34.0,other,0
no,yes,no,>16years,white,no,21.0,0,0,0.0,other,46
yes,no,yes,16years,white,no,41.0,0,0,0.0,other,0
yes,no,yes,9-11years,white,no,31.5,0,1,32.0,other,0
yes,no,yes,>16years,white,no,26.0,0,0,0.0,other,0
no,yes,yes,16years,white,no,8.0,1,0,29.0,other,40
no,yes,no,13-15years,white,no,22.0,1,1,20.0,other,40
yes,no,yes,12years,white,no,20.0,1,0,38.339,other,0
no,yes,no,13-15years,white,no,13.0,1,1,46.693,other,20
no,yes,no,12years,white,no,18.0,0,2,23.92,other,24
yes,no,yes,12years,white,no,19.0,0,2,35.0,other,30
yes,yes,yes,13-15years,white,no,26.0,0,1,26.0,other,30
no,yes,no,12years,white,no,32.0,0,0,20.0,other,38
yes,no,yes,12years,white,no,30.0,0,2,25.0,other,0
no,no,no,9-11years,white,no,14.5,0,2,32.0,other,0
no,yes,no,>16years,white,no,19.0,0,2,13.0,other,40
no,yes,no,12years,white,no,14.0,1,0,33.0,other,43
no,no,no,12years,white,no,44.0,0,0,0.0,other,0
yes,no,yes,16years,white,no,27.0,0,0,99.999,other,0
no,yes,no,13-15years,white,no,33.0,0,0,3.0,other,52
no,no,no,13-15years,white,no,39.0,0,0,0.0,other,0
yes,no,yes,12years,white,no,14.0,1,1,42.0,other,0
yes,no,yes,13-15years,white,no,27.0,0,0,55.0,other,45
yes,no,yes,9-11years,white,no,11.5,3,0,34.0,other,20
no,no,no,13-15years,white,no,42.0,0,0,0.0,other,0
yes,no,yes,16years,white,no,43.0,0,0,9.0,other,35
yes,no,yes,12years,white,no,26.0,0,1,38.641,other,40
yes,no,yes,16years,white,no,30.0,0,1,25.0,other,40
yes,no,yes,13-15years,white,yes,13.0,1,0,35.0,other,0
yes,no,yes,12years,white,no,46.0,0,0,0.0,other,0
yes,yes,yes,12years,black,no,21.0,0,1,17.0,other,40
yes,no,yes,16years,white,no,35.0,0,0,0.0,other,0
yes,no,yes,12years,white,no,19.0,1,0,50.0,other,0
yes,yes,yes,13-15years,white,no,29.0,0,0,50.0,other,40
no,yes,yes,13-15years,white,no,8.0,1,1,20.0,other,40
no,yes,no,16years,white,no,10.0,1,0,35.0,other,30
yes,no,yes,>16years,white,no,27.0,0,0,60.0,other,20
yes,no,yes,>16years,white,no,20.0,0,3,54.0,other,40
yes,yes,yes,12years,white,no,35.0,0,0,0.0,other,35
yes,yes,yes,13-15years,white,no,13.0,0,2,39.0,other,40
yes,yes,yes,13-15years,white,no,23.0,0,2,42.0,other,39
no,yes,no,13-15years,white,no,17.0,2,0,25.0,other,30
no,no,no,12years,white,no,35.0,0,0,55.0,other,0
yes,no,yes,12years,white,no,12.0,2,1,18.0,other,0
no,yes,no,12years,white,no,46.0,0,0,0.0,other,40
no,yes,yes,16years,white,no,16.0,0,2,46.0,other,35
yes,no,yes,12years,white,no,26.0,1,1,42.0,other,28
yes,no,yes,<9years,white,no,28.0,0,2,24.0,other,0
yes,yes,yes,16years,black,no,27.0,0,0,25.0,other,40
no,no,no,12years,white,yes,13.0,2,1,0.0,other,0
no,no,no,9-11years,white,yes,19.5,0,3,3.0,other,0
no,no,no,9-11years,black,yes,27.5,0,0,4.0,other,0
no,no,no,16years,black,no,10.0,0,0,32.0,other,35
no,yes,no,12years,black,no,35.0,0,0,6.4,other,40
no,no,no,12years,black,no,37.0,0,1,13.6,other,40
no,no,no,<9years,black,no,49.0,0,0,0.0,other,20
no,yes,no,12years,white,yes,31.0,0,0,50.0,other,35
no,yes,no,13-15years,black,no,17.0,1,3,0.0,other,35
no,no,no,9-11years,white,yes,12.5,1,2,0.0,other,0
no,no,no,<9years,white,yes,27.0,0,1,23.0,other,0
no,no,no,9-11years,white,yes,14.5,1,2,12.0,other,0
no,no,no,13-15years,white,yes,4.0,0,0,18.0,other,35
no,yes,no,16years,white,yes,13.0,0,2,25.0,other,40
no,no,yes,12years,black,no,44.0,0,0,20.289,other,0
yes,no,yes,12years,white,no,29.0,0,0,36.0,other,37
no,yes,no,12years,white,no,11.0,2,0,0.5,other,0
no,yes,no,9-11years,white,no,43.5,0,0,19.5,other,40
yes,yes,yes,16years,white,no,8.0,0,0,30.0,other,40
no,no,no,9-11years,white,yes,17.5,0,0,21.0,other,40
yes,no,yes,12years,white,no,14.0,1,1,0.0,other,20
yes,no,yes,<9years,white,no,50.0,0,0,0.0,other,0
yes,no,yes,9-11years,white,yes,17.5,0,3,35.0,other,20
no,no,no,12years,white,yes,15.0,2,0,23.0,other,0
no,no,no,<9years,white,yes,10.0,1,0,1.9,other,0
no,yes,no,<9years,black,no,26.0,0,0,25.0,other,40
no,no,no,<9years,white,yes,48.0,0,0,0.0,other,0
no,yes,yes,>16years,white,no,16.0,1,1,62.0,other,40
no,yes,yes,>16years,white,no,9.0,1,0,10.0,other,40
yes,no,yes,<9years,white,yes,43.0,0,0,0.0,other,0
no,no,no,>16years,white,no,10.0,0,0,24.0,other,0
no,no,no,13-15years,white,no,12.0,0,2,44.0,other,25
yes,no,yes,12years,white,no,26.0,0,0,0.0,other,35
yes,no,yes,12years,white,no,47.0,0,0,0.0,other,0
no,yes,no,16years,black,no,6.0,1,1,36.0,other,40
no,yes,yes,9-11years,black,no,37.5,0,0,30.0,other,40
yes,no,yes,9-11years,white,yes,34.5,0,0,45.0,other,0
yes,no,yes,<9years,white,yes,29.0,1,1,27.0,other,0
yes,no,yes,12years,white,yes,35.0,0,1,24.0,other,40
no,yes,no,12years,black,yes,26.0,0,0,13.0,other,40
no,yes,yes,<9years,black,yes,27.0,0,2,22.0,other,40
yes,no,yes,12years,black,no,35.0,0,0,22.0,other,0
no,yes,no,13-15years,black,no,8.0,1,0,0.0,other,40
yes,no,yes,16years,white,no,7.0,0,0,50.0,other,40
yes,no,yes,>16years,white,no,9.0,0,0,26.0,other,38
no,no,no,12years,white,no,34.0,0,1,0.0,other,0
yes,no,yes,13-15years,white,no,14.0,3,0,50.0,other,0
no,no,no,9-11years,white,no,48.5,0,0,0.0,other,0
no,no,no,12years,white,yes,6.0,0,0,18.5,other,24
no,no,no,13-15years,white,no,45.0,0,0,0.0,other,40
no,yes,no,12years,black,yes,31.0,0,1,17.36,other,40
yes,no,yes,12years,black,yes,28.0,0,0,38.0,other,0
no,no,no,12years,white,yes,29.0,0,0,16.0,other,0
yes,no,yes,13-15years,white,yes,29.0,0,2,19.0,other,0
yes,yes,yes,12years,black,no,35.0,0,0,0.0,other,35
yes,yes,yes,12years,black,no,33.0,0,1,26.0,other,35
no,no,no,12years,white,no,15.0,1,1,0.0,other,0
yes,no,yes,12years,white,no,24.0,0,2,52.0,other,0
yes,no,yes,12years,white,no,11.0,1,0,40.0,other,0
no,no,no,12years,white,no,37.0,0,0,0.0,other,0
yes,no,yes,12years,white,no,35.0,0,0,70.0,other,0
no,yes,no,12years,white,no,33.0,0,0,39.0,other,40
no,no,no,13-15years,white,yes,5.0,0,0,8.935,other,0
yes,yes,yes,12years,white,no,15.0,0,3,19.2,other,40
no,no,no,9-11years,white,yes,24.5,0,3,13.0,other,40
no,no,no,9-11years,black,no,32.5,0,0,10.0,other,0
no,yes,no,12years,white,no,40.0,0,0,0.0,other,16
no,no,no,13-15years,white,no,43.0,0,0,45.0,other,0
no,yes,no,13-15years,white,no,23.0,0,0,90.0,other,37
no,yes,yes,12years,white,no,13.0,0,0,33.0,other,45
yes,no,yes,13-15years,white,no,33.0,0,1,99.999,other,40
yes,no,yes,12years,white,no,45.0,0,0,20.0,other,40
no,no,no,12years,white,no,25.0,0,0,23.0,other,20
no,yes,yes,16years,white,no,23.0,0,0,40.106,other,40
yes,no,yes,12years,white,no,32.0,0,1,60.0,other,25
yes,no,yes,12years,white,no,21.0,0,3,40.0,other,30
no,no,no,13-15years,white,no,23.0,0,2,0.0,other,50
no,yes,yes,16years,white,no,12.0,0,0,69.0,other,44
no,yes,yes,12years,white,no,5.0,0,0,27.0,other,40
yes,no,yes,>16years,white,no,18.0,1,1,83.0,other,40
yes,no,yes,16years,white,no,23.0,0,1,70.0,other,25
yes,yes,yes,16years,white,no,19.0,0,2,45.0,other,35
yes,no,yes,12years,white,no,44.0,0,0,40.0,other,20
yes,no,yes,12years,white,no,30.0,0,2,60.0,other,28
yes,no,yes,12years,white,no,13.0,1,0,50.0,other,15
no,no,no,<9years,white,no,49.0,0,0,0.0,other,0
yes,no,yes,<9years,white,no,25.0,1,1,27.0,other,40
yes,no,yes,12years,white,no,38.0,0,0,38.0,other,40
no,yes,no,13-15years,white,yes,19.0,0,2,4.42,other,25
yes,no,yes,12years,white,no,14.0,1,1,22.0,other,0
yes,no,yes,13-15years,white,yes,9.0,2,1,17.5,other,0
yes,no,yes,<9years,white,yes,48.0,0,0,18.0,other,40
yes,yes,yes,12years,black,no,19.0,1,2,16.5,other,40
no,no,no,12years,white,no,23.0,0,0,0.0,other,0
yes,yes,yes,12years,black,no,27.0,0,0,35.0,other,40
